"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages","Thread_Relevancy"
"NG06_TH01493","netsingles","NG06","TH01493","My 'too sense' - (nf)","https://groups.google.com./g/net.singles/c/sAolNMFgzOA",1984-07-07,1,1
"NG06_TH01492","netsingles","NG06","TH01492","enough","https://groups.google.com./g/net.singles/c/CsGPlwrHctM",1984-07-06,2,0.5
"NG06_TH01490","netsingles","NG06","TH01490","RE2:the chicken and the egg","https://groups.google.com./g/net.singles/c/RTQ8-r1WuNI",1984-07-06,4,0.25
"NG06_TH01489","netsingles","NG06","TH01489","Enough","https://groups.google.com./g/net.singles/c/LRYhpL5obmE",1984-07-06,2,0.5
"NG06_TH01488","netsingles","NG06","TH01488","bigotry","https://groups.google.com./g/net.singles/c/beQ4w5e3o0k",1984-07-06,2,0.5
"NG06_TH01484","netsingles","NG06","TH01484","""Why be gay ...?""","https://groups.google.com./g/net.singles/c/o3huWFV6cms",1984-07-05,18,1.05555555555556
"NG06_TH01483","netsingles","NG06","TH01483","pedestalization - an alternative view","https://groups.google.com./g/net.singles/c/Q9wB5qWLm5c",1984-07-04,1,1
"NG06_TH01482","netsingles","NG06","TH01482","RE6:bigotry","https://groups.google.com./g/net.singles/c/hWmH6VdF3Fs",1984-07-04,1,1
"NG06_TH01480","netsingles","NG06","TH01480","RE5:bigotry","https://groups.google.com./g/net.singles/c/myvInTUt2lE",1984-07-04,1,1
"NG06_TH01479","netsingles","NG06","TH01479","Virile men?","https://groups.google.com./g/net.singles/c/cVjmkQZajcM",1984-07-04,1,1
"NG06_TH01477","netsingles","NG06","TH01477","RE3:bigotry","https://groups.google.com./g/net.singles/c/w87iCgedduA",1984-07-04,1,1
"NG06_TH01476","netsingles","NG06","TH01476","RE2:bigotry","https://groups.google.com./g/net.singles/c/LJM2QYuz5is",1984-07-04,1,1
"NG06_TH01475","netsingles","NG06","TH01475","WORST kiss of death","https://groups.google.com./g/net.singles/c/ou37brCjXZk",1984-07-04,8,0.125
"NG06_TH01473","netsingles","NG06","TH01473","Orphaned Response - (nf)","https://groups.google.com./g/net.singles/c/kGDv7JrhBFY",1984-07-04,1,1
"NG06_TH01471","netsingles","NG06","TH01471","nice and the kiss of death","https://groups.google.com./g/net.singles/c/xzjQQcR_nt4",1984-07-03,1,1
"NG06_TH01470","netsingles","NG06","TH01470","The Chicken or the Egg?","https://groups.google.com./g/net.singles/c/_kySww-B6_M",1984-07-03,3,0.333333333333333
"NG06_TH01468","netsingles","NG06","TH01468","RE2:Trish against men","https://groups.google.com./g/net.singles/c/e_yaRlFTjPU",1984-07-03,1,1
"NG06_TH01466","netsingles","NG06","TH01466","Beauty & Packaging","https://groups.google.com./g/net.singles/c/jNvBKuvtwGY",1984-07-03,2,0.5
"NG06_TH01463","netsingles","NG06","TH01463","Trish against men","https://groups.google.com./g/net.singles/c/kV9HlRTl7Sc",1984-07-02,2,1
"NG06_TH01455","netsingles","NG06","TH01455","my defense to Julie Hoff","https://groups.google.com./g/net.singles/c/oEXC_WYVbmM",1984-07-01,2,0.5
"NG06_TH01454","netsingles","NG06","TH01454","Trish Against Men","https://groups.google.com./g/net.singles/c/Z5h2Wf8aGmM",1984-07-01,1,1
"NG06_TH01452","netsingles","NG06","TH01452","Perverted faggots and levees","https://groups.google.com./g/net.singles/c/RgC3ptpAd6I",1984-06-30,1,1
"NG06_TH01450","netsingles","NG06","TH01450","THE kiss of death (insecure wome - (nf)","https://groups.google.com./g/net.singles/c/XXNp2Ua2jAM",1984-06-30,1,1
"NG06_TH01443","netsingles","NG06","TH01443","Sargent/Brenner Con't (flame contra Arndt)","https://groups.google.com./g/net.singles/c/sW8kA8mKEj4",1984-06-29,6,0.5
"NG06_TH01438","netsingles","NG06","TH01438","definitive exposition on jerks","https://groups.google.com./g/net.singles/c/TnuF9KQxlEA",1984-06-28,1,1
"NG06_TH01435","netsingles","NG06","TH01435","motes","https://groups.google.com./g/net.singles/c/qLtr0OF-BHQ",1984-06-26,1,1
"NG06_TH01431","netsingles","NG06","TH01431","faggots and dykes","https://groups.google.com./g/net.singles/c/QzyF2Xp2XOU",1984-06-25,26,0.5
"NG06_TH01420","netsingles","NG06","TH01420","amusing etymological coincidence","https://groups.google.com./g/net.singles/c/9lTtemSomMU",1984-06-22,1,1
"NG06_TH01419","netsingles","NG06","TH01419","desperation and homosexuality","https://groups.google.com./g/net.singles/c/LlEcByPnOEU",1984-06-22,1,1
"NG06_TH01416","netsingles","NG06","TH01416","POINT/COUNTERPOINT","https://groups.google.com./g/net.singles/c/UumUTgllSBk",1984-06-20,3,0.666666666666667
"NG06_TH01412","netsingles","NG06","TH01412","Something New","https://groups.google.com./g/net.singles/c/BLvKdRN-YgU",1984-06-20,1,1
"NG06_TH01411","netsingles","NG06","TH01411","An open letter to Steve Dyer","https://groups.google.com./g/net.singles/c/9ROIFvVdYzI",1984-06-20,2,0.5
"NG06_TH01408","netsingles","NG06","TH01408","thoughts on desperation (homosexuality and sin)","https://groups.google.com./g/net.singles/c/cE1UIIKtizg",1984-06-19,5,0.2
"NG06_TH01403","netsingles","NG06","TH01403","reasons for getting married","https://groups.google.com./g/net.singles/c/wWPZGMrmIa8",1984-06-17,19,0.105263157894737
"NG06_TH01402","netsingles","NG06","TH01402","Gay by nature or by choice","https://groups.google.com./g/net.singles/c/RfwstV6IxCI",1984-06-15,1,1
"NG06_TH01399","netsingles","NG06","TH01399","communications","https://groups.google.com./g/net.singles/c/SL3lFgkqJco",1984-06-15,4,0.75
"NG06_TH01395","netsingles","NG06","TH01395","""And They Called it YUPpie Love...""","https://groups.google.com./g/net.singles/c/Z6b-fH6MQJQ",1984-06-14,12,0.166666666666667
"NG06_TH01393","netsingles","NG06","TH01393","Homosexuality and love","https://groups.google.com./g/net.singles/c/iNvqTlMkgBM",1984-06-14,1,1
"NG06_TH01390","netsingles","NG06","TH01390","Tolerance-more than an issue of sexual preference","https://groups.google.com./g/net.singles/c/l98sY7NzwIA",1984-06-13,2,0.5
"NG06_TH01389","netsingles","NG06","TH01389","To those offended - (nf)","https://groups.google.com./g/net.singles/c/sRQ2872dQbc",1984-06-12,1,1
"NG06_TH01387","netsingles","NG06","TH01387","flame against derogatory epithets","https://groups.google.com./g/net.singles/c/kv4gq0svKME",1984-06-12,1,1
"NG06_TH01386","netsingles","NG06","TH01386","A Gay Response--posted for Keilman","https://groups.google.com./g/net.singles/c/t49LVpAhTYg",1984-06-12,1,1
"NG06_TH01385","netsingles","NG06","TH01385","Stereotypes Again?","https://groups.google.com./g/net.singles/c/Y6KyD8cRycg",1984-06-11,5,0.4
"NG06_TH01382","netsingles","NG06","TH01382","Why be gay ...? - (nf)","https://groups.google.com./g/net.singles/c/KRrRsD3ExXc",1984-06-10,1,1
"NG06_TH01380","netsingles","NG06","TH01380","why not be gay?","https://groups.google.com./g/net.singles/c/Xao0GvOtHWA",1984-06-09,2,0.5
"NG06_TH01379","netsingles","NG06","TH01379","MOTOSs: People too?","https://groups.google.com./g/net.singles/c/Souw3OcXUsg",1984-06-09,5,0.2
"NG06_TH01370","netsingles","NG06","TH01370","Men, Sex & Power","https://groups.google.com./g/net.singles/c/scZ601uvqQ8",1984-06-07,7,0.714285714285714
"NG06_TH01368","netsingles","NG06","TH01368","One Night Stands","https://groups.google.com./g/net.singles/c/RuP952Y6vjo",1984-06-06,1,1
"NG06_TH01358","netsingles","NG06","TH01358","Staying friends with an ex","https://groups.google.com./g/net.singles/c/mYGAnpDXG-s",1984-06-01,5,0.2
"NG06_TH01357","netsingles","NG06","TH01357","End-of-the World Party?","https://groups.google.com./g/net.singles/c/tZidAmqvdvU",1984-06-01,5,0.2
"NG06_TH01355","netsingles","NG06","TH01355","socialized to marriage","https://groups.google.com./g/net.singles/c/tX7Rjo74000",1984-05-31,1,1
"NG06_TH01350","netsingles","NG06","TH01350","reasons for getting married","https://groups.google.com./g/net.singles/c/TEWliwZZWRM",1984-05-29,1,1
"NG06_TH01344","netsingles","NG06","TH01344","Historical Reasons for Marriage","https://groups.google.com./g/net.singles/c/SX8q0gslfO4",1984-05-26,1,1
"NG06_TH01340","netsingles","NG06","TH01340","My Own Thoughts on Desperation - (nf)","https://groups.google.com./g/net.singles/c/n_9B5XO_3Tg",1984-05-24,1,1
"NG06_TH01330","netsingles","NG06","TH01330","commitment and living together","https://groups.google.com./g/net.singles/c/IGRzxHKCeFM",1984-05-23,1,1
"NG06_TH01323","netsingles","NG06","TH01323","explanation - MOTOS ?","https://groups.google.com./g/net.singles/c/9Pm2YiPFlSE",1984-05-18,2,0.5
"NG06_TH01321","netsingles","NG06","TH01321","Are there any ""Men- or Lady-Killers"" out there?","https://groups.google.com./g/net.singles/c/bdCiwrnnjHg",1984-05-16,6,0.333333333333333
"NG06_TH01317","netsingles","NG06","TH01317","lonely women and a question - (nf)","https://groups.google.com./g/net.singles/c/JJwpDMQE3vo",1984-05-13,3,0.333333333333333
"NG06_TH01313","netsingles","NG06","TH01313","birds of a feather","https://groups.google.com./g/net.singles/c/8fi-ObG-Wm8",1984-05-09,1,1
"NG06_TH01312","netsingles","NG06","TH01312","To look or not to look......","https://groups.google.com./g/net.singles/c/yBoPmONkM1o",1984-05-08,8,0.125
"NG06_TH01304","netsingles","NG06","TH01304","Review : NBC's ""Second Thoughts on Being Single"" Documentary?","https://groups.google.com./g/net.singles/c/Jmqu8yuA3r4",1984-04-27,3,0.333333333333333
"NG06_TH01301","netsingles","NG06","TH01301","several concerns (I hope I remember them all)","https://groups.google.com./g/net.singles/c/3IlFDSOPsaE",1984-04-21,13,0.153846153846154
"NG06_TH01298","netsingles","NG06","TH01298","view on male roles","https://groups.google.com./g/net.singles/c/zJEZ3t8-Ltc",1984-04-16,6,0.166666666666667
"NG06_TH01290","netsingles","NG06","TH01290","spring fever","https://groups.google.com./g/net.singles/c/nExqFFwz1bc",1984-03-29,8,0.125
"NG06_TH01287","netsingles","NG06","TH01287","spring fever","https://groups.google.com./g/net.singles/c/6KXA_cEAQFM",1984-03-28,5,0.2
"NG06_TH01286","netsingles","NG06","TH01286","women after marriage or ""after having 'caught' a MOTOS""","https://groups.google.com./g/net.singles/c/2YUI0AHbGZo",1984-03-28,3,0.333333333333333
"NG06_TH01282","netsingles","NG06","TH01282","Dating Services, Pro & Con","https://groups.google.com./g/net.singles/c/TOL_1NnYQQY",1984-03-16,2,0.5
"NG06_TH01277","netsingles","NG06","TH01277","Does anyone know?","https://groups.google.com./g/net.singles/c/FeQlEQwydjs",1984-03-09,3,0.333333333333333
"NG06_TH01274","netsingles","NG06","TH01274","New Sexual Technique","https://groups.google.com./g/net.singles/c/v7zJ95870os",1984-03-08,6,0.5
"NG06_TH01272","netsingles","NG06","TH01272","New Sexual Technique Revealed (finally!)","https://groups.google.com./g/net.singles/c/AcaWh6bT1II",1984-03-02,1,1
"NG06_TH01270","netsingles","NG06","TH01270","Weird and wonderful idea","https://groups.google.com./g/net.singles/c/TvwMR11I3oQ",1984-02-24,8,0.125
"NG06_TH01269","netsingles","NG06","TH01269","NEW SEXUAL TECHNIQUE","https://groups.google.com./g/net.singles/c/8xlWxWciCrk",1984-02-23,1,1
"NG06_TH01267","netsingles","NG06","TH01267","net.singles dates == Forum??","https://groups.google.com./g/net.singles/c/qz8BWn3Bhd0",1984-02-22,1,1
"NG06_TH01266","netsingles","NG06","TH01266","The new sexual technique will be described","https://groups.google.com./g/net.singles/c/uWh2AOP478s",1984-02-22,1,1
"NG06_TH01264","netsingles","NG06","TH01264","[1mNew[0m Question !","https://groups.google.com./g/net.singles/c/xDCWUB0j57I",1984-02-21,1,1
"NG06_TH01262","netsingles","NG06","TH01262","Hands Across the Border","https://groups.google.com./g/net.singles/c/pr6vN5N0fnU",1984-02-19,13,0.538461538461538
"NG06_TH01251","netsingles","NG06","TH01251","Results of Valentine's Day Questionnaire","https://groups.google.com./g/net.singles/c/b-eGJD_VYD8",1984-02-15,1,1
"NG06_TH01250","netsingles","NG06","TH01250","Collected Comments on Dance Attitudes","https://groups.google.com./g/net.singles/c/X1LwJylOf1I",1984-02-15,1,1
"NG06_TH01245","netsingles","NG06","TH01245","Hands across the border","https://groups.google.com./g/net.singles/c/7dhTMpGNMMc",1984-02-09,5,0.2
"NG06_TH01243","netsingles","NG06","TH01243","Famous Lines Poll","https://groups.google.com./g/net.singles/c/a4q0RoGDmx4",1984-02-09,12,0.166666666666667
"NG06_TH01233","netsingles","NG06","TH01233","Another dumb(?) question - (nf)","https://groups.google.com./g/net.singles/c/ogpCvI38vKc",1984-02-05,1,1
"NG06_TH01225","netsingles","NG06","TH01225","The power of Hugging","https://groups.google.com./g/net.singles/c/r3E7ipiGrFs",1984-01-30,6,0.166666666666667
"NG06_TH01224","netsingles","NG06","TH01224","FAMOUS LINES...RESULTS","https://groups.google.com./g/net.singles/c/Ab40AQ1kits",1984-01-30,1,1
"NG06_TH01221","netsingles","NG06","TH01221","""pick-up line for UNIX""","https://groups.google.com./g/net.singles/c/1lYMvpicd3g",1984-01-26,1,1
"NG06_TH01219","netsingles","NG06","TH01219","Ramblings on Space (getting burned)","https://groups.google.com./g/net.singles/c/NRJZDNXyFy4",1984-01-26,1,1
"NG06_TH01216","netsingles","NG06","TH01216","Another dumb(?) question","https://groups.google.com./g/net.singles/c/h-u0Zdr4olM",1984-01-24,4,0.5
"NG06_TH01214","netsingles","NG06","TH01214","Rose coloured lenses","https://groups.google.com./g/net.singles/c/n2qBXchEnJg",1984-01-23,1,1
"NG06_TH01213","netsingles","NG06","TH01213","Rose colored lenses","https://groups.google.com./g/net.singles/c/31No52c3KoM",1984-01-22,1,1
"NG06_TH01207","netsingles","NG06","TH01207","The morning after??","https://groups.google.com./g/net.singles/c/9X1OnT1UICc",1984-01-18,7,0.142857142857143
"NG06_TH01203","netsingles","NG06","TH01203","Trying Too Hard and Blindness","https://groups.google.com./g/net.singles/c/ib9YyXbRvvY",1984-01-16,4,0.25
"NG06_TH01202","netsingles","NG06","TH01202","1. What if s/he accepts? 2. Why on earth am I attracted to HER?","https://groups.google.com./g/net.singles/c/W8XyZAMo8yc",1984-01-16,4,0.75
"NG06_TH01198","netsingles","NG06","TH01198","Asking men out","https://groups.google.com./g/net.singles/c/UdMbXXz92xk",1984-01-13,7,0.285714285714286
"NG06_TH01195","netsingles","NG06","TH01195","The Other Side of the Fence","https://groups.google.com./g/net.singles/c/r7B9V3zpaT8",1984-01-11,8,0.5
"NG06_TH01190","netsingles","NG06","TH01190","Relationships and Later Lovers","https://groups.google.com./g/net.singles/c/S6sLOIV-VaA",1984-01-10,8,0.125
"NG06_TH01186","netsingles","NG06","TH01186","Hugs","https://groups.google.com./g/net.singles/c/pbbX4R0oedQ",1984-01-09,2,1
"NG06_TH01184","netsingles","NG06","TH01184","Re;: How to ???","https://groups.google.com./g/net.singles/c/1zvzONMQM9E",1984-01-08,2,0.5
"NG06_TH01183","netsingles","NG06","TH01183","The Other Side of the Fence: A Comment","https://groups.google.com./g/net.singles/c/PFKHIZ_h91s",1984-01-06,4,0.25
"NG06_TH01180","netsingles","NG06","TH01180","Hugging","https://groups.google.com./g/net.singles/c/PXw0_ruEFMM",1984-01-05,1,1
"NG06_TH01178","netsingles","NG06","TH01178","What is ""Trying Too Hard""?","https://groups.google.com./g/net.singles/c/YIadMUv5K8E",1984-01-05,9,0.333333333333333
"NG06_TH01166","netsingles","NG06","TH01166","relevancy of this topic to net.women","https://groups.google.com./g/net.singles/c/eHkbCzgcI1M",1984-01-02,9,0.777777777777778
"NG06_TH01163","netsingles","NG06","TH01163","On ""platonic"" friendships","https://groups.google.com./g/net.singles/c/0fbGmRk63Bs",1983-12-29,6,0.833333333333333
"NG06_TH01155","netsingles","NG06","TH01155","Acronyms - (nf)","https://groups.google.com./g/net.singles/c/nqNP9U9TJAU",1983-12-20,1,1
"NG06_TH01149","netsingles","NG06","TH01149","imbalance","https://groups.google.com./g/net.singles/c/cZXGvoh9vKA",1983-12-18,2,0.5
"NG06_TH01147","netsingles","NG06","TH01147","one-sided relationships?","https://groups.google.com./g/net.singles/c/__C2R7F_VuQ",1983-12-18,3,0.333333333333333
"NG06_TH01146","netsingles","NG06","TH01146","Acronyms","https://groups.google.com./g/net.singles/c/3RcsKziUINE",1983-12-17,2,1
"NG06_TH01144","netsingles","NG06","TH01144","what's a MOTAS?? - (nf)","https://groups.google.com./g/net.singles/c/kww_Wsl09n4",1983-12-17,1,1
"NG06_TH01142","netsingles","NG06","TH01142","trying too hard","https://groups.google.com./g/net.singles/c/XlP0-Xu2WcI",1983-12-16,3,0.333333333333333
"NG06_TH01140","netsingles","NG06","TH01140","some more topics","https://groups.google.com./g/net.singles/c/n-mvWOs6T28",1983-12-16,6,0.166666666666667
"NG06_TH01138","netsingles","NG06","TH01138","On ""platonic"" friendships - sexual platonism.","https://groups.google.com./g/net.singles/c/R3_vs1QgEaE",1983-12-15,1,1
"NG06_TH01137","netsingles","NG06","TH01137","rape, sex roles & 'really single'","https://groups.google.com./g/net.singles/c/P75erBHdhlo",1983-12-15,1,1
"NG06_TH01125","netsingles","NG06","TH01125","Relationships and Later Lovers","https://groups.google.com./g/net.singles/c/PdJkizo2uKA",1983-12-13,2,0.5
"NG06_TH01122","netsingles","NG06","TH01122","all sorts of comments","https://groups.google.com./g/net.singles/c/40IzW4KW2wY",1983-12-13,2,0.5
"NG06_TH01120","netsingles","NG06","TH01120","What Is Single","https://groups.google.com./g/net.singles/c/cgEOJFNi0zw",1983-12-12,9,0.111111111111111
"NG06_TH01114","netsingles","NG06","TH01114","all sorts of comments","https://groups.google.com./g/net.singles/c/I60mqZ-_Tqo",1983-12-12,7,0.285714285714286
"NG06_TH01111","netsingles","NG06","TH01111","MoRe: rape","https://groups.google.com./g/net.singles/c/Jsn7Innb2AY",1983-12-11,1,1
"NG06_TH01106","netsingles","NG06","TH01106","MoRe: friends-first-(nf)","https://groups.google.com./g/net.singles/c/IgSKMMw6qDs",1983-12-09,1,1
"NG06_TH01104","netsingles","NG06","TH01104","Rape (anywhere, not just Ontario)","https://groups.google.com./g/net.singles/c/GUdy7BWilHo",1983-12-09,6,0.833333333333333
"NG06_TH01102","netsingles","NG06","TH01102","discretion","https://groups.google.com./g/net.singles/c/EYmqKb1B9_s",1983-12-08,1,1
"NG06_TH01100","netsingles","NG06","TH01100","one-sided relationships","https://groups.google.com./g/net.singles/c/w6yasKQPcKE",1983-12-08,1,1
"NG06_TH01090","netsingles","NG06","TH01090","rape, sex roles & 'really single'","https://groups.google.com./g/net.singles/c/BidHRlBRIUE",1983-12-06,1,1
"NG06_TH01079","netsingles","NG06","TH01079","- (nf)","https://groups.google.com./g/net.singles/c/AmZFj42314w",1983-12-01,2,0.5
"NG06_TH01074","netsingles","NG06","TH01074","Let's define our terms","https://groups.google.com./g/net.singles/c/j_v01EwsKH4",1983-11-30,1,2
"NG06_TH01070","netsingles","NG06","TH01070","(reply to lisa)","https://groups.google.com./g/net.singles/c/lXr4wY1Gaow",1983-11-30,2,0.5
"NG06_TH01069","netsingles","NG06","TH01069","What Is Single (and how do I deal with it)","https://groups.google.com./g/net.singles/c/KZWYwg_Heb4",1983-11-29,1,1
"NG06_TH01067","netsingles","NG06","TH01067","singles vs. marrieds","https://groups.google.com./g/net.singles/c/weho7tXQH7I",1983-11-28,1,1
"NG06_TH01064","netsingles","NG06","TH01064","AIDS","https://groups.google.com./g/net.singles/c/3vNDbkz8wm4",1983-11-27,2,0.5
"NG06_TH01062","netsingles","NG06","TH01062","Gossip:Stolen.mail","https://groups.google.com./g/net.singles/c/8tuxYRrPsBc",1983-11-27,1,1
"NG06_TH01058","netsingles","NG06","TH01058","sexually oriented PAMS info/query","https://groups.google.com./g/net.singles/c/u6-modOlkmE",1983-11-21,6,0.166666666666667
"NG06_TH01054","netsingles","NG06","TH01054","The Enquirer","https://groups.google.com./g/net.singles/c/dFKmMh1OzLQ",1983-11-18,6,0.166666666666667
"NG06_TH01041","netsingles","NG06","TH01041","An honest request for information","https://groups.google.com./g/net.singles/c/ZFeulPSf15I",1983-11-16,8,0.375
"NG06_TH01039","netsingles","NG06","TH01039","Finances in a marriage (on net.singles?)","https://groups.google.com./g/net.singles/c/hNwAWkE6GPI",1983-11-15,8,0.125
"NG06_TH01038","netsingles","NG06","TH01038","m/f/h/v? - (nf)","https://groups.google.com./g/net.singles/c/55e10KqtsbA",1983-11-13,1,1
"NG06_TH01033","netsingles","NG06","TH01033","Judy McMullan's forthrightness","https://groups.google.com./g/net.singles/c/VhlBsodR48M",1983-11-07,3,0.333333333333333
"NG06_TH01031","netsingles","NG06","TH01031","A parallel discussion: net.abby","https://groups.google.com./g/net.singles/c/PsaB-AdHa08",1983-11-05,3,0.333333333333333
"NG06_TH01029","netsingles","NG06","TH01029","A parallel discussion: net.abby. - (nf)","https://groups.google.com./g/net.singles/c/rGy-j25ei2E",1983-11-03,1,1
"NG06_TH01028","netsingles","NG06","TH01028","Dear Confused - Re: Re: An honest...","https://groups.google.com./g/net.singles/c/tJsckbIfnPQ",1983-11-03,1,1
"NG06_TH01027","netsingles","NG06","TH01027","An honest request for information","https://groups.google.com./g/net.singles/c/iP32n-jGGtw",1983-11-02,3,1.33333333333333
"NG06_TH01023","netsingles","NG06","TH01023","An honest request for information - (nf)","https://groups.google.com./g/net.singles/c/MBpcGUukIjA",1983-10-25,1,1
"NG06_TH01016","netsingles","NG06","TH01016","pheromones","https://groups.google.com./g/net.singles/c/rLPVkyQWbHI",1983-10-11,2,0.5
"NG06_TH01006","netsingles","NG06","TH01006","Resonses to MOTSS.","https://groups.google.com./g/net.singles/c/3Jw9U0dPzHc",1983-10-05,2,1
"NG06_TH01004","netsingles","NG06","TH01004","Alan Alda","https://groups.google.com./g/net.singles/c/caC6SA1IDVY",1983-10-03,8,0.125
"NG06_TH01003","netsingles","NG06","TH01003","INTERRACIAL DATING - (nf)","https://groups.google.com./g/net.singles/c/tNnq97N7QYs",1983-10-03,4,0.5
"NG06_TH00980","netsingles","NG06","TH00980","More on homosexual urges","https://groups.google.com./g/net.singles/c/j3LGWHisrDU",1983-09-22,1,1
"NG06_TH00971","netsingles","NG06","TH00971","Who is gay?","https://groups.google.com./g/net.singles/c/qtGvgeAF3Pk",1983-09-22,2,1
"NG06_TH00969","netsingles","NG06","TH00969","Bee Genetics","https://groups.google.com./g/net.singles/c/V-Y-wY2l_8k",1983-09-21,1,1
"NG06_TH00965","netsingles","NG06","TH00965","Homosexual urges?","https://groups.google.com./g/net.singles/c/fV6VtC69b64",1983-09-21,4,0.75
"NG06_TH00958","netsingles","NG06","TH00958","August net.singles articles wanted","https://groups.google.com./g/net.singles/c/pBkb9SjR9d0",1983-09-17,1,1
"NG06_TH00957","netsingles","NG06","TH00957","MOTSS","https://groups.google.com./g/net.singles/c/GVN_A4R9vzA",1983-09-16,4,0.25
"NG06_TH00955","netsingles","NG06","TH00955","Time to speak...","https://groups.google.com./g/net.singles/c/Njp8j0UDgPw",1983-09-16,4,0.5
"NG06_TH00954","netsingles","NG06","TH00954","Homosexuality and Unnaturalness.","https://groups.google.com./g/net.singles/c/k6w5VfcCX3g",1983-09-16,9,0.777777777777778
"NG06_TH00952","netsingles","NG06","TH00952","inappropriate articles","https://groups.google.com./g/net.singles/c/k9Dk9hvW7Uw",1983-09-14,1,1
"NG06_TH00946","netsingles","NG06","TH00946","Christianity and Homosexuality","https://groups.google.com./g/net.singles/c/VfpknOI1uqg",1983-09-12,1,1
"NG06_TH00944","netsingles","NG06","TH00944","computing and gender","https://groups.google.com./g/net.singles/c/DJdGRQygg4g",1983-09-11,1,1
"NG06_TH00933","netsingles","NG06","TH00933","Summary: Meeting MOTSS.","https://groups.google.com./g/net.singles/c/MMIHpONd7jQ",1983-09-07,1,1
"NG06_TH00931","netsingles","NG06","TH00931","Meeting MOTSS","https://groups.google.com./g/net.singles/c/FObfjoXczN4",1983-09-07,1,1
"NG06_TH00927","netsingles","NG06","TH00927","Is Computing Gender Specific?","https://groups.google.com./g/net.singles/c/VLQ_oXkGJCU",1983-09-05,10,0.3
"NG06_TH00926","netsingles","NG06","TH00926","On homosexuality as a ""survival trait""","https://groups.google.com./g/net.singles/c/WVS71qXQibI",1983-09-05,1,1
"NG06_TH00925","netsingles","NG06","TH00925","gay response response... - (nf)","https://groups.google.com./g/net.singles/c/GGWojLUZxdE",1983-09-05,1,1
"NG06_TH00924","netsingles","NG06","TH00924","Replies to ""MOTSS""","https://groups.google.com./g/net.singles/c/LidFBM9iqCY",1983-09-04,1,1
"NG06_TH00923","netsingles","NG06","TH00923","gay response response","https://groups.google.com./g/net.singles/c/sLXBfBgQytc",1983-09-03,16,0.8125
"NG06_TH00920","netsingles","NG06","TH00920","Meeting MOTSS.","https://groups.google.com./g/net.singles/c/8N2zRNMjkDc",1983-09-02,6,0.333333333333333
"NG06_TH00917","netsingles","NG06","TH00917","I am more liberal than you.","https://groups.google.com./g/net.singles/c/0oK0nUkuA44",1983-09-02,3,1
"NG06_TH00915","netsingles","NG06","TH00915","Homosexual Rats","https://groups.google.com./g/net.singles/c/0v9kU3Btyt0",1983-09-01,2,1
"NG06_TH00910","netsingles","NG06","TH00910","Sources of homosexuality","https://groups.google.com./g/net.singles/c/XiDtK094HoM",1983-08-31,1,1
"NG06_TH00909","netsingles","NG06","TH00909","Meeting MOTSS","https://groups.google.com./g/net.singles/c/208kjIiHqI8",1983-08-31,4,1.25
"NG06_TH00908","netsingles","NG06","TH00908","gay extra creativity artistry etc.","https://groups.google.com./g/net.singles/c/hrQxx-xL0mU",1983-08-31,1,1
"NG06_TH00907","netsingles","NG06","TH00907","More MOTSS response (promise I'll try to keep it brief)","https://groups.google.com./g/net.singles/c/MX3eg8TzNlE",1983-08-31,1,1
"NG06_TH00906","netsingles","NG06","TH00906","gay response response ...","https://groups.google.com./g/net.singles/c/qPzBTctNeqY",1983-08-30,1,1
"NG06_TH00905","netsingles","NG06","TH00905","naturalness of homosexuality","https://groups.google.com./g/net.singles/c/ttMLsn72lj4",1983-08-30,2,1
"NG06_TH00904","netsingles","NG06","TH00904","What's your login prompt?","https://groups.google.com./g/net.singles/c/6OUSFspEX-k",1983-08-30,8,0.125
"NG06_TH00903","netsingles","NG06","TH00903","gay response response...","https://groups.google.com./g/net.singles/c/d1Ef9gMP-Cw",1983-08-30,1,1
"NG06_TH00902","netsingles","NG06","TH00902","gays and genetics","https://groups.google.com./g/net.singles/c/GojDDMc10vw",1983-08-30,1,1
"NG06_TH00901","netsingles","NG06","TH00901","MOTSS response","https://groups.google.com./g/net.singles/c/WDs7R-X-LmI",1983-08-29,5,1
"NG06_TH00897","netsingles","NG06","TH00897","New VD Law","https://groups.google.com./g/net.singles/c/LPzsa7dHgsY",1983-08-29,1,2
"NG06_TH00896","netsingles","NG06","TH00896","Gay response response (semi-f)","https://groups.google.com./g/net.singles/c/mOlnfiaR6cY",1983-08-29,2,0.5
"NG06_TH00895","netsingles","NG06","TH00895","Gay response response (semi-f) - (nf)","https://groups.google.com./g/net.singles/c/d3PT70pnOhw",1983-08-28,1,1
"NG06_TH00894","netsingles","NG06","TH00894","Bravo for MIT Mike","https://groups.google.com./g/net.singles/c/zEazdECgzBo",1983-08-28,1,1
"NG06_TH00891","netsingles","NG06","TH00891","response to Konopik/gays","https://groups.google.com./g/net.singles/c/XWJt9zLHvJ4",1983-08-28,1,1
"NG06_TH00887","netsingles","NG06","TH00887","MOTSS response - (nf)","https://groups.google.com./g/net.singles/c/RHDl8vovgzc",1983-08-27,1,1
"NG06_TH00886","netsingles","NG06","TH00886","happy anniversary to us","https://groups.google.com./g/net.singles/c/UwxBuH5jmCE",1983-08-26,2,0.5
