"ThreadID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"TH02393","js","https://groups.google.com./g/net.singles/c/ybBcDZX16m8","2/5/85",2,"netsingles"
"TH02392","mr. insensitive speaks out","https://groups.google.com./g/net.singles/c/BWKupogJiWA","2/5/85",1,"netsingles"
"TH02391","Virginity Revisited","https://groups.google.com./g/net.singles/c/MBE0DDIi_1U","2/4/85",2,"netsingles"
"TH02390","Virginity Paper Revisited","https://groups.google.com./g/net.singles/c/0X_X-YbulI0","2/4/85",5,"netsingles"
"TH02389","Successful Singles Group","https://groups.google.com./g/net.singles/c/UDaU2EXIGUg","2/4/85",1,"netsingles"
"TH02388","Rings and Bar Pickups","https://groups.google.com./g/net.singles/c/zWP_QJKx_7w","2/4/85",4,"netsingles"
"TH02387","net.singles.js, my final words (forever....)","https://groups.google.com./g/net.singles/c/lZwwGUj_wJw","2/3/85",6,"netsingles"
"TH02386","what is love?","https://groups.google.com./g/net.singles/c/nvAahhGc9Zs","2/3/85",34,"netsingles"
"TH02385","Ann Landers' Sex Survey","https://groups.google.com./g/net.singles/c/dlS2griztIY","2/3/85",7,"netsingles"
"TH02384","Open suggestion to Jeff Sargent","https://groups.google.com./g/net.singles/c/EYkA9VFfGKM","2/2/85",17,"netsingles"
"TH02383","Wally, the Rangers ain't gonna like this <FLAME!>","https://groups.google.com./g/net.singles/c/G6tMimP53xw","2/1/85",4,"netsingles"
"TH02382","living together & marriage","https://groups.google.com./g/net.singles/c/yt4AkQNKY-8","2/1/85",2,"netsingles"
"TH02381","Virginity Paper: One Last Question","https://groups.google.com./g/net.singles/c/zWml8Evp6WU","2/1/85",1,"netsingles"
"TH02380","New Person on net (Actually: Overweight singles)","https://groups.google.com./g/net.singles/c/sgelCbnjHww","2/1/85",3,"netsingles"
"TH02379","Dancing - hard rock / new wave","https://groups.google.com./g/net.singles/c/4RHthK36Pf4","2/1/85",5,"netsingles"
"TH02378","Virginity paper: How will the summary format be?","https://groups.google.com./g/net.singles/c/5brylG9QvDk","2/1/85",1,"netsingles"
"TH02377","Sucessful Singles Inc., Introduction Service","https://groups.google.com./g/net.singles/c/8JevJnDqVVg","2/1/85",1,"netsingles"
"TH02376","Over weight","https://groups.google.com./g/net.singles/c/IZpuMEYkFrQ","2/1/85",1,"netsingles"
"TH02375","net.singles","https://groups.google.com./g/net.singles/c/6GYuJdmi42I","1/31/85",1,"netsingles"
"TH02374","VIRGINS:Saving yourself?","https://groups.google.com./g/net.singles/c/CYSWDF47GRw","1/31/85",2,"netsingles"
"TH02373","net.men.only? how about mail.men <a mailing list, silly!>","https://groups.google.com./g/net.singles/c/wuYCMrCalxo","1/31/85",2,"netsingles"
"TH02372","a new group???","https://groups.google.com./g/net.singles/c/6xfa_zomL3A","1/31/85",9,"netsingles"
"TH02371","OOPS!!!!!!!!","https://groups.google.com./g/net.singles/c/1RbqZKjewHs","1/31/85",1,"netsingles"
"TH02370","God is a trademark of...","https://groups.google.com./g/net.singles/c/P88KyDL-PNk","1/30/85",1,"netsingles"
"TH02369","Another singles subject (subjected to church single groups)","https://groups.google.com./g/net.singles/c/kvxbhMJoHl0","1/30/85",1,"netsingles"
"TH02368","random comments","https://groups.google.com./g/net.singles/c/yQi73ISrbvc","1/30/85",1,"netsingles"
"TH02367","Commitment and marriage","https://groups.google.com./g/net.singles/c/57-eyjpBEFw","1/30/85",1,"netsingles"
"TH02366","One last about net.singles.js","https://groups.google.com./g/net.singles/c/HK4tx4ojSSc","1/30/85",2,"netsingles"
"TH02365","May the fleas of a thousand camels...","https://groups.google.com./g/net.singles/c/I5CbkEZPV0s","1/30/85",7,"netsingles"
"TH02364","Wedding Rings","https://groups.google.com./g/net.singles/c/ofQ23NaUkkQ","1/30/85",1,"netsingles"
"TH02363","Virginity Paper","https://groups.google.com./g/net.singles/c/iie_EU7luxo","1/30/85",3,"netsingles"
"TH02362","The net as encounter group -- comments?","https://groups.google.com./g/net.singles/c/t7gOWD-M568","1/29/85",1,"netsingles"
"TH02361","pointer wanted on poem about pedestalization of women","https://groups.google.com./g/net.singles/c/f6gsT3C1N1M","1/29/85",3,"netsingles"
"TH02360","hugs vs bugs","https://groups.google.com./g/net.singles/c/IjoTdwkZyLQ","1/29/85",8,"netsingles"
"TH02359","any LDR's out there??? (long dis","https://groups.google.com./g/net.singles/c/1r27l3V3dHo","1/29/85",1,"netsingles"
"TH02358","any LDR's out there???","https://groups.google.com./g/net.singles/c/KtvcYWpBJGI","1/29/85",10,"netsingles"
"TH02357","mr. insensitive speaks out","https://groups.google.com./g/net.singles/c/kPcTDvq5obk","1/28/85",3,"netsingles"
"TH02356","Jeff Sargent","https://groups.google.com./g/net.singles/c/rjkhzJbmZWk","1/28/85",5,"netsingles"
"TH02355","male/female differences","https://groups.google.com./g/net.singles/c/XqUUJHUWaWM","1/28/85",16,"netsingles"
"TH02354","rings","https://groups.google.com./g/net.singles/c/I0cyZj3keZ4","1/28/85",2,"netsingles"
"TH02353","First Dates","https://groups.google.com./g/net.singles/c/Oh9zujFT1mI","1/28/85",1,"netsingles"
"TH02352","Hahahahahahahahahahahahahahahahahahahahahahahaha","https://groups.google.com./g/net.singles/c/xSjGltx25sw","1/28/85",1,"netsingles"
"TH02351","first dates","https://groups.google.com./g/net.singles/c/4PQmMtAKibU","1/28/85",2,"netsingles"
"TH02350","Rings and Bar Pickups","https://groups.google.com./g/net.singles/c/K_gRBPI772c","1/28/85",4,"netsingles"
"TH02349","Blind dates","https://groups.google.com./g/net.singles/c/0F49l0dOW6w","1/28/85",1,"netsingles"
"TH02348","What is love?","https://groups.google.com./g/net.singles/c/YAXfrx4xRZA","1/27/85",7,"netsingles"
"TH02347","LDR's Again","https://groups.google.com./g/net.singles/c/B4gRnN5Kwyg","1/27/85",1,"netsingles"
"TH02346","Big Breasts","https://groups.google.com./g/net.singles/c/pY9swiVVTXk","1/27/85",1,"netsingles"
"TH02345","More Herpes Issues","https://groups.google.com./g/net.singles/c/g7LUaascdmM","1/27/85",3,"netsingles"
"TH02344","sex of today","https://groups.google.com./g/net.singles/c/QQLHLQiIhMg","1/27/85",3,"netsingles"
"TH02343","Love and Friendship","https://groups.google.com./g/net.singles/c/fiYZOO7wYEY","1/27/85",1,"netsingles"
"TH02342","Oral Sex (Survey)","https://groups.google.com./g/net.singles/c/tZVDD8PunC4","1/26/85",1,"netsingles"
"TH02341","a new group??? (net.singles.js)","https://groups.google.com./g/net.singles/c/C3xfuAe_Ipw","1/26/85",1,"netsingles"
"TH02340","At last! The Jan vs. Loni results!","https://groups.google.com./g/net.singles/c/wWMMn_0lVqg","1/26/85",1,"netsingles"
"TH02339","Ann Landers vs. Johnny Carson","https://groups.google.com./g/net.singles/c/_cpC2fT4oC4","1/26/85",1,"netsingles"
"TH02338","Christians and Sex","https://groups.google.com./g/net.singles/c/s-b4sHeExTc","1/26/85",1,"netsingles"
"TH02337","40/20 and a:live","https://groups.google.com./g/net.singles/c/kDouh0I-SnQ","1/26/85",2,"netsingles"
"TH02336","USENET Man-Of-The_Year","https://groups.google.com./g/net.singles/c/Vu9f2_zZS6o","1/26/85",6,"netsingles"
"TH02335","Singles and Sex","https://groups.google.com./g/net.singles/c/PjNfAbJ9GVQ","1/25/85",3,"netsingles"
"TH02334","obscene phone calls","https://groups.google.com./g/net.singles/c/CM6vCea_WUs","1/25/85",1,"netsingles"
"TH02333","YAUS status?","https://groups.google.com./g/net.singles/c/LNaWGc0De-8","1/25/85",1,"netsingles"
"TH02332","?happy???","https://groups.google.com./g/net.singles/c/OhlgjkFOevE","1/25/85",1,"netsingles"
"TH02331","Orphaned Response","https://groups.google.com./g/net.singles/c/MOmQ2k5Y6tw","1/25/85",4,"netsingles"
"TH02330","Glossary Requested","https://groups.google.com./g/net.singles/c/dWqPfoNcK-k","1/25/85",1,"netsingles"
"TH02329","Time Magazine's *Man of the Year* (a reposting for those on vacation)","https://groups.google.com./g/net.singles/c/pkRqN6Y2Tx0","1/24/85",2,"netsingles"
"TH02328","LDR's and SDR's","https://groups.google.com./g/net.singles/c/jITuABMJ-vA","1/24/85",1,"netsingles"
"TH02327","Living in sin","https://groups.google.com./g/net.singles/c/gaqjR7xaFh0","1/24/85",1,"netsingles"
"TH02326","wearing rings","https://groups.google.com./g/net.singles/c/kdCZFTnxc50","1/24/85",14,"netsingles"
"TH02325","Wally, the Rangers ain't gonna like","https://groups.google.com./g/net.singles/c/zNZKP0-ZX_4","1/24/85",1,"netsingles"
"TH02324","Relationships: do ANY of them work?","https://groups.google.com./g/net.singles/c/HZ76ruNPVu0","1/24/85",1,"netsingles"
"TH02323","Checking out the motos","https://groups.google.com./g/net.singles/c/nON7xryzCPM","1/24/85",1,"netsingles"
"TH02322","a new group???","https://groups.google.com./g/net.singles/c/5RPC2U_9WS8","1/24/85",3,"netsingles"
"TH02321","mr. insensitive speaks out","https://groups.google.com./g/net.singles/c/Ne-RLkckQ2A","1/23/85",10,"netsingles"
"TH02320","independence-dependence cycles","https://groups.google.com./g/net.singles/c/bvRRNpPLurQ","1/22/85",5,"netsingles"
"TH02319","the basic choice","https://groups.google.com./g/net.singles/c/ONAysX_c3_k","1/23/85",3,"netsingles"
"TH02318","Ann Landers Survey results","https://groups.google.com./g/net.singles/c/fSQKgbjBA4Q","1/23/85",1,"netsingles"
"TH02317","MS/MR/MRS/MISS/*","https://groups.google.com./g/net.singles/c/HBOqULw3XwY","1/23/85",2,"netsingles"
"TH02316","male/female differences","https://groups.google.com./g/net.singles/c/tycyf9qvv_w","1/23/85",4,"netsingles"
"TH02315","Any LDR's out there???","https://groups.google.com./g/net.singles/c/4tp8nLUD2MQ","1/23/85",3,"netsingles"
"TH02314","signing letters","https://groups.google.com./g/net.singles/c/vrC7UjYjqV4","1/23/85",9,"netsingles"
"TH02313","Checking out the motos","https://groups.google.com./g/net.singles/c/2Lj9Hk7Et9w","1/23/85",4,"netsingles"
"TH02312","Landers-Royko Followup","https://groups.google.com./g/net.singles/c/6bsC9H3T1X4","1/23/85",1,"netsingles"
"TH02311","What the World Need$ Now","https://groups.google.com./g/net.singles/c/1gH_gV4zalU","1/23/85",1,"netsingles"
"TH02310","For Shame!!!","https://groups.google.com./g/net.singles/c/gRgdUJOFUq4","1/23/85",1,"netsingles"
"TH02309","Herpes Q & A","https://groups.google.com./g/net.singles/c/jsgzMkbhkWw","1/23/85",1,"netsingles"
"TH02308","Herpes facts","https://groups.google.com./g/net.singles/c/7AB9jVL0MtE","1/22/85",1,"netsingles"
"TH02307","Bogus new newsgroup","https://groups.google.com./g/net.singles/c/UUWgA_ofh4M","1/22/85",1,"netsingles"
"TH02306","Workplace and Mat Relationships","https://groups.google.com./g/net.singles/c/wi2q_kTNcyc","1/22/85",1,"netsingles"
"TH02305","Hollywood","https://groups.google.com./g/net.singles/c/e0VxaJTJhCQ","1/22/85",6,"netsingles"
"TH02304","LOVE: Where it is and where it ain't, with digression","https://groups.google.com./g/net.singles/c/zI6Lorz8PEI","1/22/85",1,"netsingles"
"TH02303","Ann Lander's Sex Survey","https://groups.google.com./g/net.singles/c/Up_aVo9vKzU","1/22/85",1,"netsingles"
"TH02302","SURVEY (**PRIZES**)","https://groups.google.com./g/net.singles/c/iWDhkp1H76Q","1/22/85",1,"netsingles"
"TH02301","3 year old herpes patients","https://groups.google.com./g/net.singles/c/nPptaCrNG2A","1/22/85",12,"netsingles"
"TH02300","tubes","https://groups.google.com./g/net.singles/c/o3OreL9D39g","1/22/85",1,"netsingles"
"TH02299","JS","https://groups.google.com./g/net.singles/c/xNflhocigMw","1/21/85",1,"netsingles"
"TH02298","sexual revolution","https://groups.google.com./g/net.singles/c/5KONjrQSXo8","1/21/85",1,"netsingles"
"TH02297","mr. thoughtless speaks out","https://groups.google.com./g/net.singles/c/rUE5A1MOMX8","1/21/85",2,"netsingles"
"TH02296","Causes of Divorce","https://groups.google.com./g/net.singles/c/PXGaWvlDZ7g","1/21/85",1,"netsingles"
"TH02295","Signals","https://groups.google.com./g/net.singles/c/I1WAoegczY4","1/21/85",30,"netsingles"
"TH02294","return of the yuppie","https://groups.google.com./g/net.singles/c/pj6EMA1PuWg","1/21/85",2,"netsingles"
"TH02293","the meaning of love (life?)","https://groups.google.com./g/net.singles/c/zfW-kCLSeUE","1/20/85",2,"netsingles"
"TH02292","What now? (A thank you note)","https://groups.google.com./g/net.singles/c/OWtjfr7NQHg","1/20/85",1,"netsingles"
"TH02291","Mike Royko's answer to Ann Landers","https://groups.google.com./g/net.singles/c/kGXYzzD9zBM","1/20/85",1,"netsingles"
"TH02290","Jerry Hollombe on JS","https://groups.google.com./g/net.singles/c/pIW1ZF2XUo0","1/18/85",1,"netsingles"
"TH02289","Walt Kurszewski, you child! <WARNING: HIGH FLAME CONTENT!>","https://groups.google.com./g/net.singles/c/m3Q9BSzw7l8","1/18/85",1,"netsingles"
"TH02288","The end of it","https://groups.google.com./g/net.singles/c/ty8ttK9__b8","1/18/85",26,"netsingles"
"TH02287","New attitudes","https://groups.google.com./g/net.singles/c/O5aOfTJQZmE","1/18/85",4,"netsingles"
"TH02286","Jeff's Triumphant return after weeks of silence","https://groups.google.com./g/net.singles/c/nKxh09YDX4k","1/18/85",1,"netsingles"
"TH02285","DATING CO-WORKERS","https://groups.google.com./g/net.singles/c/sS-IRlSpcAs","1/18/85",1,"netsingles"
"TH02284","this yuppie's opinion, or......","https://groups.google.com./g/net.singles/c/nqlnblQ1IAg","1/18/85",3,"netsingles"
"TH02283","What now? 20+X/X","https://groups.google.com./g/net.singles/c/vCTCPPUx0As","1/17/85",1,"netsingles"
"TH02282","What now? (Depressed ramblings)","https://groups.google.com./g/net.singles/c/9A-soDSsy7s","1/17/85",18,"netsingles"
"TH02281","relationships with SO's","https://groups.google.com./g/net.singles/c/6IkFFegvw88","1/16/85",1,"netsingles"
"TH02280","Big Breasts","https://groups.google.com./g/net.singles/c/BTx8RrG4pRs","1/16/85",1,"netsingles"
"TH02279","""What is love""","https://groups.google.com./g/net.singles/c/dqEe7Fu9f1I","1/16/85",1,"netsingles"
"TH02278","net.singles.Jeff","https://groups.google.com./g/net.singles/c/H714HRG7lkA","1/16/85",1,"netsingles"
"TH02277","Jeff & Chuqui; net.SO","https://groups.google.com./g/net.singles/c/2uLBpfIAXEw","1/16/85",1,"netsingles"
"TH02276","suggestion on dating co-workers","https://groups.google.com./g/net.singles/c/d_KzZ61Z5NY","1/16/85",2,"netsingles"
"TH02275","Singles and Sex","https://groups.google.com./g/net.singles/c/-TQBvy5I8rM","1/16/85",1,"netsingles"
"TH02274","40/20 Club","https://groups.google.com./g/net.singles/c/YRhzh20JDcU","1/15/85",1,"netsingles"
"TH02273","JIR comment on breastfeeding","https://groups.google.com./g/net.singles/c/F5Kws6X5p98","1/15/85",1,"netsingles"
"TH02272","media romance","https://groups.google.com./g/net.singles/c/ukSjOdR7ig0","1/15/85",1,"netsingles"
"TH02271","Dancing - hard rock / new wave","https://groups.google.com./g/net.singles/c/ZoX__O3kYZo","1/15/85",1,"netsingles"
"TH02270","Spreading the load","https://groups.google.com./g/net.singles/c/JOItXOZmFPg","1/15/85",1,"netsingles"
"TH02269","In this may rest all the answers","https://groups.google.com./g/net.singles/c/T26hdwK5MNc","1/15/85",1,"netsingles"
"TH02268","40/20 club","https://groups.google.com./g/net.singles/c/nF18ZyXPtCk","1/15/85",2,"netsingles"
"TH02267","Herpes Mania","https://groups.google.com./g/net.singles/c/gDU1KTUOq3c","1/15/85",1,"netsingles"
"TH02266","Large Breasts, A Disease - (nf)","https://groups.google.com./g/net.singles/c/u6iZBnQ59ZY","1/15/85",1,"netsingles"
"TH02265","What is love? (my comments)","https://groups.google.com./g/net.singles/c/Ay3F9rDzpiw","1/15/85",2,"netsingles"
"TH02264","more on dating co-workers","https://groups.google.com./g/net.singles/c/xZKCk5gzx2M","1/15/85",3,"netsingles"
"TH02263","re kittens or footballs","https://groups.google.com./g/net.singles/c/7-KGt1ple9U","1/15/85",1,"netsingles"
"TH02262","What is love?","https://groups.google.com./g/net.singles/c/TvXhsLDkbLM","1/15/85",1,"netsingles"
"TH02261","signing letters","https://groups.google.com./g/net.singles/c/oamx4EKXXWg","1/14/85",2,"netsingles"
"TH02260","Suggestion for dealing with Jeff","https://groups.google.com./g/net.singles/c/E9-frrRB_7I","1/14/85",1,"netsingles"
"TH02259","the meaning of love","https://groups.google.com./g/net.singles/c/8_0O4gueg48","1/14/85",5,"netsingles"
"TH02258","Tantra workshop near Santa Cruz in early Feb","https://groups.google.com./g/net.singles/c/1xL7HT1Fm_s","1/14/85",5,"netsingles"
"TH02257","jeff? answering the phone??","https://groups.google.com./g/net.singles/c/ZqvHD9aEJOQ","1/13/85",1,"netsingles"
"TH02256","Opinion on Cyndi Lauper?","https://groups.google.com./g/net.singles/c/7AVVPfuUUBE","1/12/85",1,"netsingles"
"TH02255","having an SO as a co-worker","https://groups.google.com./g/net.singles/c/WJK-h6B3HWc","1/12/85",8,"netsingles"
"TH02254","Men/Women diff. Weak Arg? To Lisa...","https://groups.google.com./g/net.singles/c/Q6X15ViS63w","1/12/85",1,"netsingles"
"TH02253","An attempt at being funny","https://groups.google.com./g/net.singles/c/Vua1u-Xoi3I","1/11/85",1,"netsingles"
"TH02252","Anti-Porn Ordinance","https://groups.google.com./g/net.singles/c/rDeqYnerPG0","1/11/85",1,"netsingles"
"TH02251","net personals ... a pointer to a proposal","https://groups.google.com./g/net.singles/c/7w8IrCKpH9U","1/11/85",12,"netsingles"
"TH02250","gays masquerading as heterosexuals","https://groups.google.com./g/net.singles/c/pGROayrhALg","1/11/85",5,"netsingles"
"TH02249","big breasts","https://groups.google.com./g/net.singles/c/KCyrXVQTH6o","1/11/85",1,"netsingles"
"TH02248","Big Breasts","https://groups.google.com./g/net.singles/c/eYxnpx9mUyQ","1/10/85",6,"netsingles"
"TH02247","Tomorrow","https://groups.google.com./g/net.singles/c/1eHO_AHUiAA","1/10/85",1,"netsingles"
"TH02246","recent (beastly) articles","https://groups.google.com./g/net.singles/c/FunoATvSWwc","1/10/85",8,"netsingles"
"TH02245","new group","https://groups.google.com./g/net.singles/c/-kXN1pQfJdg","1/10/85",1,"netsingles"
"TH02244","why do women date guys who are jerks","https://groups.google.com./g/net.singles/c/nhu5kS8pYpY","1/10/85",1,"netsingles"
"TH02243","SOs at workplace","https://groups.google.com./g/net.singles/c/Aq3oiImy0HU","1/10/85",2,"netsingles"
"TH02242","RE2:what is love","https://groups.google.com./g/net.singles/c/LAFrZlayaWk","1/9/85",3,"netsingles"
"TH02241","re kittens or footballs","https://groups.google.com./g/net.singles/c/tYgyUoPYzxE","1/9/85",1,"netsingles"
"TH02240","mind reading","https://groups.google.com./g/net.singles/c/4oZspufow2c","1/9/85",1,"netsingles"
"TH02239","what is love? (telepathy)","https://groups.google.com./g/net.singles/c/MfKmlx83Fh4","1/9/85",1,"netsingles"
"TH02238","Replies to Jeff Sargent","https://groups.google.com./g/net.singles/c/Me-s-28v5sM","1/9/85",1,"netsingles"
"TH02237","Oral Sex (Survey)","https://groups.google.com./g/net.singles/c/zTgr6FK2aTI","1/9/85",2,"netsingles"
"TH02236","wedding rings","https://groups.google.com./g/net.singles/c/PWWmN76V1NI","1/9/85",1,"netsingles"
"TH02235","What is Love?","https://groups.google.com./g/net.singles/c/gQoa7yKzjPw","1/9/85",1,"netsingles"
"TH02234","Comments for Jeff","https://groups.google.com./g/net.singles/c/YN-mHBem6OI","1/9/85",2,"netsingles"
"TH02233","failure of the American Dream","https://groups.google.com./g/net.singles/c/3da6Mcgb5Es","1/9/85",2,"netsingles"
"TH02232","4020 club","https://groups.google.com./g/net.singles/c/g0bvmvtieyU","1/9/85",2,"netsingles"
"TH02231","gays masquerading as hetrosexuals","https://groups.google.com./g/net.singles/c/xpjQk0lPXe8","1/8/85",7,"netsingles"
"TH02230","40/20 Club","https://groups.google.com./g/net.singles/c/bg08a16vC5s","1/8/85",2,"netsingles"
"TH02229","40/20","https://groups.google.com./g/net.singles/c/B1AaBXAolKo","1/8/85",1,"netsingles"
"TH02228","Crystal Flowers","https://groups.google.com./g/net.singles/c/ezzr4iDsxVA","1/8/85",1,"netsingles"
"TH02227","extra spur","https://groups.google.com./g/net.singles/c/du4hqjlStEg","1/8/85",12,"netsingles"
"TH02226","Big Beasts","https://groups.google.com./g/net.singles/c/i_bOGv7Hybk","1/8/85",5,"netsingles"
"TH02225","Pam vs Loni","https://groups.google.com./g/net.singles/c/673_Ep3NDvg","1/8/85",2,"netsingles"
"TH02224","Early Rock 'n Roll Dances","https://groups.google.com./g/net.singles/c/1a9UaheytkM","1/7/85",1,"netsingles"
"TH02223","big, uh, body parts","https://groups.google.com./g/net.singles/c/ruAfeYB5P68","1/7/85",9,"netsingles"
"TH02222","being accepted by others","https://groups.google.com./g/net.singles/c/Y1_pHWedq4A","1/6/85",1,"netsingles"
"TH02221","gays masquerading as heterosexuals","https://groups.google.com./g/net.singles/c/WLDXwCy7Vys","1/5/85",1,"netsingles"
"TH02220","Equipment Check","https://groups.google.com./g/net.singles/c/VB1Put3LqJE","1/5/85",1,"netsingles"
"TH02219","what is love","https://groups.google.com./g/net.singles/c/RMUTYvfFkEI","1/4/85",2,"netsingles"
"TH02218","Breast Size, New Newsgroup","https://groups.google.com./g/net.singles/c/eRxbOMb70YY","1/4/85",1,"netsingles"
"TH02217","start of something new","https://groups.google.com./g/net.singles/c/sx-7_gc4j98","1/4/85",3,"netsingles"
"TH02216","random thoughts on Christmas and Hanukah and cards","https://groups.google.com./g/net.singles/c/QrcLqEsV-zM","1/4/85",2,"netsingles"
"TH02215","inflatable breasts","https://groups.google.com./g/net.singles/c/l99YWhqy3yk","1/3/85",3,"netsingles"
"TH02214","Asking out someone at work","https://groups.google.com./g/net.singles/c/Tald7YLu56A","1/3/85",1,"netsingles"
"TH02213","Misc...","https://groups.google.com./g/net.singles/c/_Vg7Mf9gZCU","1/3/85",1,"netsingles"
"TH02212","re re Gays masquerading as heterosexuals (cont)","https://groups.google.com./g/net.singles/c/mJgrWhzGtMk","1/3/85",1,"netsingles"
"TH02211","re re Gays masquerading as heterosexuals","https://groups.google.com./g/net.singles/c/uwJgfcOIkIQ","1/3/85",1,"netsingles"
"TH02210","RE2:start of something new","https://groups.google.com./g/net.singles/c/lzMi-63yvls","1/3/85",2,"netsingles"
"TH02209","The Meaning of SO","https://groups.google.com./g/net.singles/c/aSVhuUVB_9w","1/2/85",1,"netsingles"
"TH02208","Leaving Texas","https://groups.google.com./g/net.singles/c/txCzBWFb60w","1/2/85",1,"netsingles"
"TH02207","A Seasonal Note","https://groups.google.com./g/net.singles/c/G8TSE6LO3CI","1/1/85",2,"netsingles"
"TH02206","A Love and War Story, part 2 of 2","https://groups.google.com./g/net.singles/c/ZISQHo9lzQo","1/1/85",1,"netsingles"
"TH02205","A Love and War Story, part 1 of 2","https://groups.google.com./g/net.singles/c/DbJnOMrqUlI","1/1/85",1,"netsingles"
"TH02204","....on the possibility of inflatable breasts","https://groups.google.com./g/net.singles/c/ih857iZ3nQg","12/31/84",1,"netsingles"
"TH02203","... on the positive side of being single Independent","https://groups.google.com./g/net.singles/c/0afbEmUMY3k","12/31/84",1,"netsingles"
"TH02202","happy(?) new year","https://groups.google.com./g/net.singles/c/RG6WsA7_0Bo","12/31/84",1,"netsingles"
"TH02201","re re Big Breasts","https://groups.google.com./g/net.singles/c/5uDbZVtMYt4","12/29/84",2,"netsingles"
"TH02200","Big Breasts: The Unresolved Trauma","https://groups.google.com./g/net.singles/c/mPARq8kDt0k","12/29/84",1,"netsingles"
"TH02199","Big Breasts","https://groups.google.com./g/net.singles/c/9xhH-B8mf_Q","12/29/84",62,"netsingles"
"TH02198","need for so","https://groups.google.com./g/net.singles/c/UzBnu7rFiwk","12/29/84",2,"netsingles"
"TH02197","BIG Breasts","https://groups.google.com./g/net.singles/c/oLLEDMo936g","12/29/84",2,"netsingles"
"TH02196","Women's preferences","https://groups.google.com./g/net.singles/c/XkXghhI4-DU","12/28/84",17,"netsingles"
"TH02195","Big breasts","https://groups.google.com./g/net.singles/c/0WQ10vxLRbo","12/28/84",7,"netsingles"
"TH02194","Sex generally","https://groups.google.com./g/net.singles/c/zHXU9whfQAM","12/28/84",11,"netsingles"
"TH02193","big breasts","https://groups.google.com./g/net.singles/c/6tcfuWsji7I","12/28/84",2,"netsingles"
"TH02192","Rings","https://groups.google.com./g/net.singles/c/WlNvSjnX0oo","12/28/84",8,"netsingles"
"TH02191","re re wedding rings for singles","https://groups.google.com./g/net.singles/c/k21B-P_C15c","12/28/84",1,"netsingles"
"TH02190","Big Breasts (Pam vs. Loni)","https://groups.google.com./g/net.singles/c/g0lWQ7NoNj0","12/28/84",5,"netsingles"
"TH02189","On the positive side of being single ...","https://groups.google.com./g/net.singles/c/nNv6glNNZE8","12/28/84",1,"netsingles"
"TH02188","Living Together Without Sex","https://groups.google.com./g/net.singles/c/MdEkxRLI-Y4","12/27/84",9,"netsingles"
"TH02187","Rape: TUT: Walking Alone at Night","https://groups.google.com./g/net.singles/c/YTE_Xl91pPQ","12/27/84",2,"netsingles"
"TH02186","Pam vs Jan","https://groups.google.com./g/net.singles/c/8vYPNTmQ9gg","12/27/84",1,"netsingles"
"TH02185","Sending Xmas Cards to Jews","https://groups.google.com./g/net.singles/c/SkmyZPhjxIY","12/27/84",9,"netsingles"
"TH02184","this is a test ( yes, it has to be in this group )","https://groups.google.com./g/net.singles/c/W6To1SMpCcM","12/27/84",1,"netsingles"
"TH02183","Definition please.","https://groups.google.com./g/net.singles/c/hkkJgocpDa8","12/25/84",1,"netsingles"
"TH02182","getting hurt (for Jeff S.)","https://groups.google.com./g/net.singles/c/5JnfYt-ofv8","12/24/84",1,"netsingles"
"TH02181","Cultural Standards","https://groups.google.com./g/net.singles/c/03GBz1NoUkQ","12/24/84",2,"netsingles"
"TH02180","Big Breasts -- References","https://groups.google.com./g/net.singles/c/dgGoliOms60","12/23/84",1,"netsingles"
"TH02179","first {mod,net}.singles reader survey results!","https://groups.google.com./g/net.singles/c/IpcW4LW6vfU","12/23/84",1,"netsingles"
"TH02178","Christmas {report} card","https://groups.google.com./g/net.singles/c/CJyNRKGX0tg","12/22/84",13,"netsingles"
"TH02177","Little Lies hide Big Secrets","https://groups.google.com./g/net.singles/c/Heo2U21ViVo","12/21/84",1,"netsingles"
"TH02176","Fidelity","https://groups.google.com./g/net.singles/c/kgqBEysBBxU","12/21/84",2,"netsingles"
"TH02175","Meeting the Parents","https://groups.google.com./g/net.singles/c/bxqNFh6W7x0","12/21/84",40,"netsingles"
"TH02174","How single is single?","https://groups.google.com./g/net.singles/c/tpjWE2ijKi0","12/21/84",12,"netsingles"
"TH02173","L S Chabot on Pooh","https://groups.google.com./g/net.singles/c/JaEYbS7Br-M","12/20/84",1,"netsingles"
"TH02172","big breasts","https://groups.google.com./g/net.singles/c/KvnDwe5WzB4","12/20/84",3,"netsingles"
"TH02171","A Seasonal Note","https://groups.google.com./g/net.singles/c/36DVtgvoCHM","12/20/84",1,"netsingles"
"TH02170","Hottub Holiday Punch","https://groups.google.com./g/net.singles/c/56KwQChoUik","12/19/84",1,"netsingles"
"TH02169","Sex Objects","https://groups.google.com./g/net.singles/c/q2IEGdUogS8","12/19/84",1,"netsingles"
"TH02168","an update on the 'dick poll'","https://groups.google.com./g/net.singles/c/55nmV51MijM","12/19/84",1,"netsingles"
"TH02167","Re; Christian Singles (and sex)","https://groups.google.com./g/net.singles/c/V0sI4k5BFgg","12/18/84",1,"netsingles"
"TH02166","confession","https://groups.google.com./g/net.singles/c/iSkyBa8muDA","12/18/84",3,"netsingles"
"TH02165","Finals Week","https://groups.google.com./g/net.singles/c/JawhL-iRvn0","12/18/84",1,"netsingles"
