"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages"
"NG06_TH00879","netsingles","NG06","TH00879","PH ona HP","https://groups.google.com./g/net.singles/c/uTmjmLdS3ew",1983-08-25,1
"NG06_TH00878","netsingles","NG06","TH00878","Teenage Hackers","https://groups.google.com./g/net.singles/c/_G4d4YW_Tmk",1983-08-24,1
"NG06_TH00877","netsingles","NG06","TH00877","Prompts ???","https://groups.google.com./g/net.singles/c/fcgpWzXSwvY",1983-08-24,1
"NG06_TH00876","netsingles","NG06","TH00876","Login prompts","https://groups.google.com./g/net.singles/c/2Wzohsboe4w",1983-08-24,2
"NG06_TH00875","netsingles","NG06","TH00875","Promptness","https://groups.google.com./g/net.singles/c/5-KRBWXJgY8",1983-08-23,1
"NG06_TH00874","netsingles","NG06","TH00874","... what's your prompt?","https://groups.google.com./g/net.singles/c/djIbwfebqDo",1983-08-23,1
"NG06_TH00873","netsingles","NG06","TH00873","G-spot revisited","https://groups.google.com./g/net.singles/c/CpVzCnQ04DA",1983-08-23,1
"NG06_TH00872","netsingles","NG06","TH00872","prompts","https://groups.google.com./g/net.singles/c/ESZcgdIxUgA",1983-08-23,1
"NG06_TH00871","netsingles","NG06","TH00871","Anonymous Sexual Techniques","https://groups.google.com./g/net.singles/c/UItTlZiWTWI",1983-08-23,8
"NG06_TH00870","netsingles","NG06","TH00870","Techniques by Dr. Seuss","https://groups.google.com./g/net.singles/c/n55LGQhdTYg",1983-08-23,1
"NG06_TH00869","netsingles","NG06","TH00869","A slightly different perspective on - (nf)","https://groups.google.com./g/net.singles/c/zSm8uyfpZ_4",1983-08-22,1
"NG06_TH00868","netsingles","NG06","TH00868","What is your prompt","https://groups.google.com./g/net.singles/c/drGaEBMU3EM",1983-08-22,1
"NG06_TH00867","netsingles","NG06","TH00867","G spot: does it exist?","https://groups.google.com./g/net.singles/c/LfJVtFnD-IQ",1983-08-22,2
"NG06_TH00866","netsingles","NG06","TH00866","cooky","https://groups.google.com./g/net.singles/c/jdDXCxwBN_8",1983-08-22,1
"NG06_TH00865","netsingles","NG06","TH00865","friendship speeches","https://groups.google.com./g/net.singles/c/I349QsmFfAU",1983-08-22,1
"NG06_TH00864","netsingles","NG06","TH00864","Why login prompt on net.singles","https://groups.google.com./g/net.singles/c/hTRucb13b2A",1983-08-22,1
"NG06_TH00863","netsingles","NG06","TH00863","login prompt","https://groups.google.com./g/net.singles/c/NINoaIlNgDY",1983-08-22,8
"NG06_TH00862","netsingles","NG06","TH00862","Login prompt - (nf)","https://groups.google.com./g/net.singles/c/KFteOHBUhdw",1983-08-22,3
"NG06_TH00861","netsingles","NG06","TH00861","Teenage Hackers - (nf)","https://groups.google.com./g/net.singles/c/t1JMaSGo7BU",1983-08-20,1
"NG06_TH00860","netsingles","NG06","TH00860","Login prompt","https://groups.google.com./g/net.singles/c/pMsBG3fxJCw",1983-08-20,3
"NG06_TH00859","netsingles","NG06","TH00859","Teenagers on Net","https://groups.google.com./g/net.singles/c/pHdFInA8_A4",1983-08-19,1
"NG06_TH00858","netsingles","NG06","TH00858","teens and the net","https://groups.google.com./g/net.singles/c/kOkf0gJ3ZJk",1983-08-19,1
"NG06_TH00857","netsingles","NG06","TH00857","ISO","https://groups.google.com./g/net.singles/c/Lw0L6FgdO2o",1983-08-19,1
"NG06_TH00856","netsingles","NG06","TH00856","my prompt","https://groups.google.com./g/net.singles/c/FAuNbSp-4fI",1983-08-18,2
"NG06_TH00855","netsingles","NG06","TH00855","What's your login prompt? - (nf)","https://groups.google.com./g/net.singles/c/6YLbx5a9Xkk",1983-08-18,1
"NG06_TH00854","netsingles","NG06","TH00854","Dating hackers","https://groups.google.com./g/net.singles/c/oY_SSdQvLFQ",1983-08-17,1
"NG06_TH00853","netsingles","NG06","TH00853","PH ona HP","https://groups.google.com./g/net.singles/c/xYWr7guhewo",1983-08-17,1
"NG06_TH00852","netsingles","NG06","TH00852","Teenage Hackers","https://groups.google.com./g/net.singles/c/54Mg3nOeHc4",1983-08-17,2
"NG06_TH00851","netsingles","NG06","TH00851","title","https://groups.google.com./g/net.singles/c/o0LhdHlmzYg",1983-08-17,1
"NG06_TH00850","netsingles","NG06","TH00850","dating hackers","https://groups.google.com./g/net.singles/c/sikapWCJxvo",1983-08-17,2
"NG06_TH00849","netsingles","NG06","TH00849","What does your honey do...","https://groups.google.com./g/net.singles/c/I-34QLLCnb0",1983-08-16,3
"NG06_TH00848","netsingles","NG06","TH00848","balding men - (nf)","https://groups.google.com./g/net.singles/c/3CgZbhbObXs",1983-08-16,2
"NG06_TH00847","netsingles","NG06","TH00847","having a bald","https://groups.google.com./g/net.singles/c/RMuO0dL0pDA",1983-08-16,1
"NG06_TH00846","netsingles","NG06","TH00846","The FEMALE HACKER - (nf)","https://groups.google.com./g/net.singles/c/S8c6DX8FKcU",1983-08-16,3
"NG06_TH00845","netsingles","NG06","TH00845","teenage USENET people, female Hackers?","https://groups.google.com./g/net.singles/c/Vso2xsbCxNw",1983-08-16,1
"NG06_TH00844","netsingles","NG06","TH00844","What does your honey do all day?","https://groups.google.com./g/net.singles/c/NblX0E96X7o",1983-08-15,3
"NG06_TH00843","netsingles","NG06","TH00843","Baldness","https://groups.google.com./g/net.singles/c/BcG476mZutU",1983-08-14,1
"NG06_TH00842","netsingles","NG06","TH00842","a bald question","https://groups.google.com./g/net.singles/c/B9kI7xyGF5k",1983-08-14,1
"NG06_TH00841","netsingles","NG06","TH00841","bald men","https://groups.google.com./g/net.singles/c/-ksBcORY-rs",1983-08-13,1
"NG06_TH00840","netsingles","NG06","TH00840","having a bald","https://groups.google.com./g/net.singles/c/-arUmsrL3R4",1983-08-12,1
"NG06_TH00839","netsingles","NG06","TH00839","Bald Men","https://groups.google.com./g/net.singles/c/XX-C6fmVlTE",1983-08-12,1
"NG06_TH00838","netsingles","NG06","TH00838","Who Makes the Phone Call?","https://groups.google.com./g/net.singles/c/b-7WJ-J8eL4",1983-08-12,1
"NG06_TH00837","netsingles","NG06","TH00837","using the net","https://groups.google.com./g/net.singles/c/8Fwm8k5uAPw",1983-08-12,1
"NG06_TH00836","netsingles","NG06","TH00836","a bald question","https://groups.google.com./g/net.singles/c/ou4dxTm6faU",1983-08-12,6
"NG06_TH00835","netsingles","NG06","TH00835","Breaking the platonic inertia: Re-posting","https://groups.google.com./g/net.singles/c/d6TEPKvb0UE",1983-08-09,1
"NG06_TH00834","netsingles","NG06","TH00834","Dangerous new site on net","https://groups.google.com./g/net.singles/c/WOdamgXg6LI",1983-08-08,2
"NG06_TH00833","netsingles","NG06","TH00833","Who makes the phone call","https://groups.google.com./g/net.singles/c/7nQZDgFaq7o",1983-08-07,4
"NG06_TH00832","netsingles","NG06","TH00832","Who makes the phone call - (nf)","https://groups.google.com./g/net.singles/c/CEsm8V3YRDU",1983-08-07,2
"NG06_TH00831","netsingles","NG06","TH00831","'Hi, I'm shy...' - (nf)","https://groups.google.com./g/net.singles/c/8OhzM0W-0Eo",1983-08-07,1
"NG06_TH00830","netsingles","NG06","TH00830","Singles Clubs/Organizations and RELIGION - a questionaire I got","https://groups.google.com./g/net.singles/c/hlD20qkQoW4",1983-08-06,1
"NG06_TH00829","netsingles","NG06","TH00829","pet names","https://groups.google.com./g/net.singles/c/WVJHYSU5fzU",1983-08-04,2
"NG06_TH00828","netsingles","NG06","TH00828","Who calls first???","https://groups.google.com./g/net.singles/c/ObH3-rkLVNI",1983-08-03,1
"NG06_TH00827","netsingles","NG06","TH00827","What your Date Looks Like... - (nf)","https://groups.google.com./g/net.singles/c/SrKSe_ElioQ",1983-08-03,5
"NG06_TH00826","netsingles","NG06","TH00826","More on techniques","https://groups.google.com./g/net.singles/c/3ZQwZyrKja4",1983-07-31,5
"NG06_TH00825","netsingles","NG06","TH00825","Age Groups, Maturity, Relationships, and Such Matters","https://groups.google.com./g/net.singles/c/D_N1J-rZ8s8",1983-07-31,2
"NG06_TH00824","netsingles","NG06","TH00824","What your Date Looks Like...","https://groups.google.com./g/net.singles/c/EG0CcixZWhE",1983-07-31,1
"NG06_TH00823","netsingles","NG06","TH00823","Amorous Deceptions","https://groups.google.com./g/net.singles/c/UZXSNAPLIAQ",1983-07-30,1
"NG06_TH00822","netsingles","NG06","TH00822","Singles Clubs/Organizations and RELI - (nf)","https://groups.google.com./g/net.singles/c/nFWI4pLAWwo",1983-07-29,1
"NG06_TH00821","netsingles","NG06","TH00821","pet names","https://groups.google.com./g/net.singles/c/ATS4ORLqu9Y",1983-07-28,2
"NG06_TH00820","netsingles","NG06","TH00820","Breaking the platonic inertia","https://groups.google.com./g/net.singles/c/WWqJ4Gcr-_0",1983-07-28,1
"NG06_TH00819","netsingles","NG06","TH00819","lying to pick up MOTOS","https://groups.google.com./g/net.singles/c/dVCgVuZ6EMQ",1983-07-27,2
"NG06_TH00818","netsingles","NG06","TH00818","Input from Women","https://groups.google.com./g/net.singles/c/QX8L0BtWUJk",1983-07-27,1
"NG06_TH00817","netsingles","NG06","TH00817","maturity","https://groups.google.com./g/net.singles/c/kpC-bKPkIy4",1983-07-27,3
"NG06_TH00816","netsingles","NG06","TH00816","The Heritage Hunt","https://groups.google.com./g/net.singles/c/-wB2vF2M39Q",1983-07-27,1
"NG06_TH00815","netsingles","NG06","TH00815","from UNDERSTANDING HUMAN SEXUALITY","https://groups.google.com./g/net.singles/c/jqk_ZAtDsIg",1983-07-27,1
"NG06_TH00814","netsingles","NG06","TH00814","Singles Clubs/Organizations and RELIGION - a questionaire I got","https://groups.google.com./g/net.singles/c/u0ZSmbxDIgE",1983-07-26,1
"NG06_TH00813","netsingles","NG06","TH00813","What do you think about techniques? - (nf)","https://groups.google.com./g/net.singles/c/UnObeU7CV6M",1983-07-26,1
"NG06_TH00812","netsingles","NG06","TH00812","more bad guys getting girls","https://groups.google.com./g/net.singles/c/f9K97Aawago",1983-07-25,3
"NG06_TH00811","netsingles","NG06","TH00811","ON AGE","https://groups.google.com./g/net.singles/c/3uOhy2riPuU",1983-07-25,2
"NG06_TH00810","netsingles","NG06","TH00810","Comments from a new reader - (nf)","https://groups.google.com./g/net.singles/c/4vLJTKo6HkI",1983-07-25,1
"NG06_TH00809","netsingles","NG06","TH00809","Freezing under pressure -- the replies","https://groups.google.com./g/net.singles/c/Bp1ZvxSn8fA",1983-07-25,1
"NG06_TH00808","netsingles","NG06","TH00808","Orphaned Response - (nf)","https://groups.google.com./g/net.singles/c/FLhkKNQq8wk",1983-07-25,1
"NG06_TH00807","netsingles","NG06","TH00807","Maturity, high school, and the media.","https://groups.google.com./g/net.singles/c/pCdzYH8TRto",1983-07-25,1
"NG06_TH00806","netsingles","NG06","TH00806","Maturity","https://groups.google.com./g/net.singles/c/JqKeIj-TPV0",1983-07-24,1
"NG06_TH00805","netsingles","NG06","TH00805","Inquiry about get together at USENIX","https://groups.google.com./g/net.singles/c/XrpInG6Rw_s",1983-07-24,2
"NG06_TH00804","netsingles","NG06","TH00804","Age, corn flakes, maturity","https://groups.google.com./g/net.singles/c/BV8ibgz5_90",1983-07-23,1
"NG06_TH00803","netsingles","NG06","TH00803","The age of 19","https://groups.google.com./g/net.singles/c/8kzmT4MO7Hw",1983-07-22,4
"NG06_TH00802","netsingles","NG06","TH00802","Jewish singles","https://groups.google.com./g/net.singles/c/hwBpQJCw5ig",1983-07-22,1
"NG06_TH00801","netsingles","NG06","TH00801","Interactions Query","https://groups.google.com./g/net.singles/c/aSP8smve2GQ",1983-07-22,1
"NG06_TH00800","netsingles","NG06","TH00800","more about eighteen and nineteen","https://groups.google.com./g/net.singles/c/ft-Qn7oqkAo",1983-07-22,1
"NG06_TH00799","netsingles","NG06","TH00799","get-together at USENIX","https://groups.google.com./g/net.singles/c/SAmLitF44kk",1983-07-22,1
"NG06_TH00798","netsingles","NG06","TH00798","pet names","https://groups.google.com./g/net.singles/c/EXPwSKAyXa4",1983-07-22,7
"NG06_TH00797","netsingles","NG06","TH00797","being shy","https://groups.google.com./g/net.singles/c/LaX9tIF7CGA",1983-07-22,1
"NG06_TH00796","netsingles","NG06","TH00796","Pet Names","https://groups.google.com./g/net.singles/c/7Sj1upQl1LA",1983-07-21,24
"NG06_TH00795","netsingles","NG06","TH00795","more bad guys getting girls - (nf)","https://groups.google.com./g/net.singles/c/2Nr3PDT5scM",1983-07-21,1
"NG06_TH00794","netsingles","NG06","TH00794","qoute","https://groups.google.com./g/net.singles/c/MlkVRAOTOaE",1983-07-21,1
"NG06_TH00793","netsingles","NG06","TH00793","NINETEEN","https://groups.google.com./g/net.singles/c/PyL1ntjESeQ",1983-07-21,1
"NG06_TH00792","netsingles","NG06","TH00792","(Bad) Boy gets Girsl, Uuh!","https://groups.google.com./g/net.singles/c/9s5xgGnvzNU",1983-07-21,1
"NG06_TH00791","netsingles","NG06","TH00791","What do I think about techniques. - (nf)","https://groups.google.com./g/net.singles/c/aaa8g7mxIqY",1983-07-21,1
"NG06_TH00790","netsingles","NG06","TH00790","High-Tech Kinky Sex?? - (nf)","https://groups.google.com./g/net.singles/c/QY6px43Tqdw",1983-07-20,1
"NG06_TH00789","netsingles","NG06","TH00789","CALLING ALL CHRISTIAN SINGLES","https://groups.google.com./g/net.singles/c/f2-KMiLh7aA",1983-07-20,6
"NG06_TH00788","netsingles","NG06","TH00788","Congressmen & Pages","https://groups.google.com./g/net.singles/c/Al2D6izQDWk",1983-07-20,1
"NG06_TH00787","netsingles","NG06","TH00787","Pet Names","https://groups.google.com./g/net.singles/c/wMYnr3Kyb_A",1983-07-20,5
"NG06_TH00786","netsingles","NG06","TH00786","What do you think about techniques? - (nf)","https://groups.google.com./g/net.singles/c/tjx4PoJbjuw",1983-07-20,2
"NG06_TH00785","netsingles","NG06","TH00785","how true","https://groups.google.com./g/net.singles/c/UUcuK19yVDU",1983-07-19,1
"NG06_TH00784","netsingles","NG06","TH00784","High-Tech Kinky Sex??","https://groups.google.com./g/net.singles/c/Yy1Q7gms9xo",1983-07-19,2
"NG06_TH00783","netsingles","NG06","TH00783","""Re: platonic inertia""","https://groups.google.com./g/net.singles/c/l2BAN1soLYw",1983-07-19,2
"NG06_TH00782","netsingles","NG06","TH00782","Pet names","https://groups.google.com./g/net.singles/c/aiYaSsQpzdw",1983-07-18,1
"NG06_TH00781","netsingles","NG06","TH00781","Another story...","https://groups.google.com./g/net.singles/c/BEqqJftu9c4",1983-07-18,1
"NG06_TH00780","netsingles","NG06","TH00780","Dividing by 2","https://groups.google.com./g/net.singles/c/5oJf_FXDNUI",1983-07-17,2
"NG06_TH00779","netsingles","NG06","TH00779","Nice/Aggressive","https://groups.google.com./g/net.singles/c/c1UKfeJpjLU",1983-07-16,2
"NG06_TH00778","netsingles","NG06","TH00778","cheap thrills","https://groups.google.com./g/net.singles/c/WvnlTDhIpj8",1983-07-16,2
"NG06_TH00777","netsingles","NG06","TH00777","I don't know, what do you want to do?","https://groups.google.com./g/net.singles/c/El48IdcsQ9g",1983-07-16,10
"NG06_TH00776","netsingles","NG06","TH00776","Places To Meet","https://groups.google.com./g/net.singles/c/2KnIjwoHSGg",1983-07-15,2
"NG06_TH00775","netsingles","NG06","TH00775","Nice guys and others again","https://groups.google.com./g/net.singles/c/FWolBmi3oFw",1983-07-15,4
"NG06_TH00774","netsingles","NG06","TH00774","A personal","https://groups.google.com./g/net.singles/c/lNECMvSuFf8",1983-07-15,1
"NG06_TH00773","netsingles","NG06","TH00773","platonic inertia - (nf)","https://groups.google.com./g/net.singles/c/mu-uGSr-F3E",1983-07-15,1
"NG06_TH00772","netsingles","NG06","TH00772","What do you think about techniques?","https://groups.google.com./g/net.singles/c/4JkD5S48dFs",1983-07-14,1
"NG06_TH00771","netsingles","NG06","TH00771","pet names - (nf)","https://groups.google.com./g/net.singles/c/knH4dEAMYyU",1983-07-13,1
"NG06_TH00770","netsingles","NG06","TH00770","A late night random thought","https://groups.google.com./g/net.singles/c/a8doBXsPRkw",1983-07-13,1
"NG06_TH00769","netsingles","NG06","TH00769","A personal","https://groups.google.com./g/net.singles/c/F-sshs6W5QU",1983-07-13,2
"NG06_TH00768","netsingles","NG06","TH00768","Marriage and long life","https://groups.google.com./g/net.singles/c/peUsxUh1d6o",1983-07-13,1
"NG06_TH00767","netsingles","NG06","TH00767","Places To Meet","https://groups.google.com./g/net.singles/c/j8etx1W_mhA",1983-07-13,1
"NG06_TH00766","netsingles","NG06","TH00766","Denver Area Potluck!!","https://groups.google.com./g/net.singles/c/eoqGHE7raA8",1983-07-13,1
"NG06_TH00765","netsingles","NG06","TH00765","How two people met - (nf)","https://groups.google.com./g/net.singles/c/DIpBgult2GA",1983-07-13,2
"NG06_TH00764","netsingles","NG06","TH00764","Nice guys and others again","https://groups.google.com./g/net.singles/c/hDtpy54LFn8",1983-07-13,2
"NG06_TH00763","netsingles","NG06","TH00763","pet names","https://groups.google.com./g/net.singles/c/QzrYayHKHg0",1983-07-13,5
"NG06_TH00762","netsingles","NG06","TH00762","techniques","https://groups.google.com./g/net.singles/c/jMnWlvfvC6I",1983-07-13,1
"NG06_TH00761","netsingles","NG06","TH00761","What do I think about techniques.","https://groups.google.com./g/net.singles/c/YNuuY9Sf9pw",1983-07-13,1
"NG06_TH00760","netsingles","NG06","TH00760","How to meet people...","https://groups.google.com./g/net.singles/c/oIDQqjyPU5E",1983-07-13,3
"NG06_TH00759","netsingles","NG06","TH00759","potluck near Boulder Colorado","https://groups.google.com./g/net.singles/c/DbQXzCSGpqE",1983-07-13,1
"NG06_TH00758","netsingles","NG06","TH00758","Pet names - (nf)","https://groups.google.com./g/net.singles/c/CDrxiNqq4_0",1983-07-12,1
"NG06_TH00757","netsingles","NG06","TH00757","What shall we do this weekend ?","https://groups.google.com./g/net.singles/c/rZURcEji934",1983-07-11,1
"NG06_TH00756","netsingles","NG06","TH00756","platonic inertia - (nf)","https://groups.google.com./g/net.singles/c/tBVdGyDOSTc",1983-07-08,1
"NG06_TH00755","netsingles","NG06","TH00755","Love/In Love comments...","https://groups.google.com./g/net.singles/c/zC0ZT_ynikw",1983-07-08,1
"NG06_TH00754","netsingles","NG06","TH00754","""Re: Pet names""","https://groups.google.com./g/net.singles/c/uR5FGvQSBHE",1983-07-08,2
"NG06_TH00753","netsingles","NG06","TH00753","Pet names","https://groups.google.com./g/net.singles/c/oNIs7jNbXmQ",1983-07-08,2
"NG06_TH00752","netsingles","NG06","TH00752","Pet Names Again","https://groups.google.com./g/net.singles/c/95YLhkuXsA8",1983-07-08,1
"NG06_TH00751","netsingles","NG06","TH00751","things to do on a date","https://groups.google.com./g/net.singles/c/VHofPAnW3po",1983-07-07,1
"NG06_TH00750","netsingles","NG06","TH00750","How did my parents meet?","https://groups.google.com./g/net.singles/c/m8wtZiPtTwI",1983-07-07,1
"NG06_TH00749","netsingles","NG06","TH00749","Your a nice guy but... - (nf)","https://groups.google.com./g/net.singles/c/MUCkkhjwZ_0",1983-07-07,2
"NG06_TH00748","netsingles","NG06","TH00748","Square Dancing - (nf)","https://groups.google.com./g/net.singles/c/GDGo8ZRigBA",1983-07-07,2
"NG06_TH00747","netsingles","NG06","TH00747","Get Together at USENIX","https://groups.google.com./g/net.singles/c/6l6QsQFcJek",1983-07-06,1
"NG06_TH00746","netsingles","NG06","TH00746","true confession: i read cosmo...","https://groups.google.com./g/net.singles/c/ToApVUW0j2M",1983-07-05,1
"NG06_TH00745","netsingles","NG06","TH00745","How We Met","https://groups.google.com./g/net.singles/c/NFWgiKUcHfw",1983-07-04,1
"NG06_TH00744","netsingles","NG06","TH00744","Re Pet Names","https://groups.google.com./g/net.singles/c/stNZdp5ptI4",1983-07-03,1
"NG06_TH00743","netsingles","NG06","TH00743","true confession: i read cosmo... - (nf)","https://groups.google.com./g/net.singles/c/fcTnTIDuD3M",1983-07-02,1
"NG06_TH00742","netsingles","NG06","TH00742","A Personal Reply","https://groups.google.com./g/net.singles/c/fr_nhTl8VXM",1983-07-02,1
"NG06_TH00741","netsingles","NG06","TH00741","true confession: i read cosmo...","https://groups.google.com./g/net.singles/c/kA3OXVc-SB4",1983-07-01,1
"NG06_TH00740","netsingles","NG06","TH00740","""Ad?""","https://groups.google.com./g/net.singles/c/uGkFRum45hI",1983-07-01,1
"NG06_TH00739","netsingles","NG06","TH00739","How my wife's parents met","https://groups.google.com./g/net.singles/c/EkKcpb2jM8c",1983-07-01,1
"NG06_TH00738","netsingles","NG06","TH00738","another meet ad","https://groups.google.com./g/net.singles/c/wm4XuXjMbZw",1983-06-29,2
"NG06_TH00737","netsingles","NG06","TH00737","How my parents met (a war story).","https://groups.google.com./g/net.singles/c/w-Ds-klRkOw",1983-06-29,2
"NG06_TH00736","netsingles","NG06","TH00736","Seeking Housing near Stanford University","https://groups.google.com./g/net.singles/c/KAUZqR5ZpZI",1983-06-29,1
"NG06_TH00735","netsingles","NG06","TH00735","How did your parents meet? - (nf)","https://groups.google.com./g/net.singles/c/1VzTimYtSnA",1983-06-29,1
"NG06_TH00734","netsingles","NG06","TH00734","How did your parents meet?","https://groups.google.com./g/net.singles/c/KwctyS9w9Y4",1983-06-28,2
"NG06_TH00733","netsingles","NG06","TH00733","love at first sight?","https://groups.google.com./g/net.singles/c/6qconepYYbM",1983-06-26,2
"NG06_TH00732","netsingles","NG06","TH00732","A Personal","https://groups.google.com./g/net.singles/c/CnQ8dOg765U",1983-06-26,1
"NG06_TH00731","netsingles","NG06","TH00731","What Martha said (PLEASE READ THIS)","https://groups.google.com./g/net.singles/c/K3x22cBmBbE",1983-06-24,1
"NG06_TH00730","netsingles","NG06","TH00730","California Dreaming","https://groups.google.com./g/net.singles/c/A98BZGoSzC4",1983-06-23,1
"NG06_TH00729","netsingles","NG06","TH00729","Pushing careers...","https://groups.google.com./g/net.singles/c/vF0Z8iiLBu0",1983-06-23,1
"NG06_TH00728","netsingles","NG06","TH00728","How did your parents meet? - (nf)","https://groups.google.com./g/net.singles/c/BbHLickGW7o",1983-06-23,6
"NG06_TH00727","netsingles","NG06","TH00727","California Dreaming","https://groups.google.com./g/net.singles/c/2rCws7lq5UA",1983-06-22,1
"NG06_TH00726","netsingles","NG06","TH00726","The BEST Relationships","https://groups.google.com./g/net.singles/c/e5fCoGaOz7U",1983-06-22,1
"NG06_TH00725","netsingles","NG06","TH00725","How my (great grand) parents met","https://groups.google.com./g/net.singles/c/fDSAozjTDKs",1983-06-22,1
"NG06_TH00724","netsingles","NG06","TH00724","re porgies","https://groups.google.com./g/net.singles/c/5aAPC5DCrYU",1983-06-22,1
"NG06_TH00723","netsingles","NG06","TH00723","How did your parents meet?","https://groups.google.com./g/net.singles/c/8Pe-4uMzRhY",1983-06-21,14
"NG06_TH00722","netsingles","NG06","TH00722","Areyouready..... - (nf)","https://groups.google.com./g/net.singles/c/_WmUqjRydNQ",1983-06-21,1
"NG06_TH00721","netsingles","NG06","TH00721","commitment","https://groups.google.com./g/net.singles/c/VskgiQuMFcw",1983-06-21,1
"NG06_TH00720","netsingles","NG06","TH00720","Do you communicate differently via computers?","https://groups.google.com./g/net.singles/c/A0bO8dnc0EA",1983-06-20,1
"NG06_TH00719","netsingles","NG06","TH00719","How mine met...","https://groups.google.com./g/net.singles/c/Ziy1vuGAvwk",1983-06-20,2
"NG06_TH00718","netsingles","NG06","TH00718","The best relationships","https://groups.google.com./g/net.singles/c/L7F6mBnGDVQ",1983-06-20,2
"NG06_TH00717","netsingles","NG06","TH00717","When all the trouble began.","https://groups.google.com./g/net.singles/c/JDKDwBmdz08",1983-06-20,2
"NG06_TH00716","netsingles","NG06","TH00716","what Martha said","https://groups.google.com./g/net.singles/c/sPZGxh5TuzM",1983-06-18,1
"NG06_TH00715","netsingles","NG06","TH00715","A pointer for women","https://groups.google.com./g/net.singles/c/zDisWdzaiSQ",1983-06-18,1
"NG06_TH00714","netsingles","NG06","TH00714","Pushing careers...","https://groups.google.com./g/net.singles/c/pSg4nUBsm6U",1983-06-17,1
"NG06_TH00713","netsingles","NG06","TH00713","How my parents met","https://groups.google.com./g/net.singles/c/K-bVcrR9Afw",1983-06-17,2
"NG06_TH00712","netsingles","NG06","TH00712","Areyouready.....","https://groups.google.com./g/net.singles/c/u60wR4XsneQ",1983-06-17,1
"NG06_TH00711","netsingles","NG06","TH00711","Nice Guys - (nf)","https://groups.google.com./g/net.singles/c/scEKaNmAFwE",1983-06-17,1
"NG06_TH00710","netsingles","NG06","TH00710","A Poem about Love by William Blake","https://groups.google.com./g/net.singles/c/ft-zMijvJGc",1983-06-16,1
"NG06_TH00709","netsingles","NG06","TH00709","true confession: i read cosmo...","https://groups.google.com./g/net.singles/c/_U3KH08_nwc",1983-06-16,1
"NG06_TH00708","netsingles","NG06","TH00708","How did your parents meet","https://groups.google.com./g/net.singles/c/cMgNQoSKlkI",1983-06-16,1
"NG06_TH00707","netsingles","NG06","TH00707","Shy not, my friends!","https://groups.google.com./g/net.singles/c/iAp5Tf08qHg",1983-06-16,1
"NG06_TH00706","netsingles","NG06","TH00706","The Best Relationship","https://groups.google.com./g/net.singles/c/C5SyBWxygiY",1983-06-15,1
"NG06_TH00705","netsingles","NG06","TH00705","Jersey Beaches","https://groups.google.com./g/net.singles/c/-_AM-Z32ZDo",1983-06-15,2
"NG06_TH00704","netsingles","NG06","TH00704","Dear shy","https://groups.google.com./g/net.singles/c/I5WXyt-8ZB0",1983-06-15,3
"NG06_TH00703","netsingles","NG06","TH00703","Hug an Engineer today","https://groups.google.com./g/net.singles/c/8hZIgSIxoLs",1983-06-15,1
"NG06_TH00702","netsingles","NG06","TH00702","Dear shy","https://groups.google.com./g/net.singles/c/SUjAxFU7hvM",1983-06-14,1
"NG06_TH00701","netsingles","NG06","TH00701","How did your parents meet?","https://groups.google.com./g/net.singles/c/cenfF4qSP5o",1983-06-14,1
"NG06_TH00700","netsingles","NG06","TH00700","How did your parents meet? - (nf)","https://groups.google.com./g/net.singles/c/FD46j4Rq2Wc",1983-06-13,1
"NG06_TH00699","netsingles","NG06","TH00699","topic for discussion","https://groups.google.com./g/net.singles/c/u3AwNapM5sg",1983-06-13,1
"NG06_TH00698","netsingles","NG06","TH00698","You're a nice guy but...","https://groups.google.com./g/net.singles/c/yOR5APKfWlc",1983-06-13,1
"NG06_TH00697","netsingles","NG06","TH00697","Best ""nice guy"" line","https://groups.google.com./g/net.singles/c/cXTjyvhgwpM",1983-06-13,1
"NG06_TH00696","netsingles","NG06","TH00696","how my parents met","https://groups.google.com./g/net.singles/c/lyFrP1ZerCI",1983-06-13,1
"NG06_TH00695","netsingles","NG06","TH00695","meeting sposes","https://groups.google.com./g/net.singles/c/2VfS50aK1M0",1983-06-13,1
"NG06_TH00694","netsingles","NG06","TH00694","Nice Guys - (nf)","https://groups.google.com./g/net.singles/c/hbKJkFj8GY4",1983-06-12,1
"NG06_TH00693","netsingles","NG06","TH00693","Pick-up line of the day","https://groups.google.com./g/net.singles/c/-swa2VbdzHM",1983-06-11,2
"NG06_TH00692","netsingles","NG06","TH00692","apologize poem - (nf)","https://groups.google.com./g/net.singles/c/vUfhGxi6QeM",1983-06-10,2
"NG06_TH00691","netsingles","NG06","TH00691","Re Tips and Pointers from H.L Mencken","https://groups.google.com./g/net.singles/c/DbzrceonSA0",1983-06-10,1
"NG06_TH00690","netsingles","NG06","TH00690","Your a nice guy but...","https://groups.google.com./g/net.singles/c/k3et0DPexk4",1983-06-10,1
"NG06_TH00689","netsingles","NG06","TH00689","net to nowhere","https://groups.google.com./g/net.singles/c/YSknfnSkiLY",1983-06-09,1
"NG06_TH00688","netsingles","NG06","TH00688","Nice Guys","https://groups.google.com./g/net.singles/c/4SjGmObmdHg",1983-06-09,4
